"GEOID","B01001_001","B25001_001","B26001_001","ratioReturnsIndividuals_lt25k","avgTaxLiabilityperReturn_lt25k","ratioReturnsIndividuals_gte200k","avgTaxLiabilityperReturn_gte200k","RPPAll","TotalTax","pctlivingbelow150pctfederalpoverty","pctwhitecollarjob","incomepercapita","ratioofthosemakingunder10ktothosemakingover50k","ownprcinc","medianmortgage","rentprcinc","gini_index","pctPopulationWithNoInsurance","pctRetirementInc","pctSSI","pctSocialSec","perHomesNoMortgage","economic_score","economic_rnk","income_score","affordability_score","wealth_score","equity_score","economic_state_rnk","NAME"
"01001",59285,24731,503,0.711764705882353,0.892226148409894,0.356164383561644,62.9355769230769,1.04508334762823,3.26857302157213,19.802148780031,35.4825259646729,36.227,0.0568205128205128,1490,0.953,2540,0.4515,7.36458854589064,28.1845224881233,5.51436309550238,35.4304488744839,0.448613086770981,96.15,41.2109375,102.29,93.08,91.77,89.53,13.6363636363636,"Autauga County, Alabama"
"01003",239945,128518,3280,0.747492756853131,1.04071478626489,0.368906455862978,99.3129916567342,4.22978027910356,3.26857302157213,17.8655403086752,35.9058381101902,40.775,0.0629092758598767,1550,1.098,2770,0.4589,8.16969717453022,29.9718940850785,4.26871790536971,39.0344667272458,0.414575980158352,91.13,30.37109375,110.97,104.5,96.84,105.99,4.54545454545455,"Baldwin County, Alabama"
"01005",24757,11702,3067,0.630534351145038,1.19930555555556,0.379310344827586,101.577272727273,0.436419472669849,3.26857302157213,36.7944572748268,27.05703599813,25.439,0.24123246492986,1640,0.632,2520,0.5061,10.8369840903851,22.3348017621145,9.7136563876652,45.363436123348,0.567232375979112,130.01,94.0104166666667,70.35,91.25,113.75,148.84,81.8181818181818,"Barbour County, Alabama"
"01007",22152,9090,1382,0.642691415313225,0.92952380952381,0.361702127659574,65.9941176470588,0.390498208934139,3.26857302157213,30.9552483260273,23.6165422443417,26.022,0.125291828793774,1400,0.566,3350,0.4526,8.32491217939464,28.7544577994981,8.00422665433893,42.6760005283318,0.603285983227794,121.58,86.3932291666667,79,89.17,116.77,101.15,65.1515151515152,"Bibb County, Alabama"
"01009",59292,24793,572,0.68675799086758,1.05631399317406,0.365591397849462,79.2558823529412,1.04520674449815,3.26857302157213,22.3915452143527,27.4556536688286,30.656,0.106350966107064,1430,0.746,3020,0.4461,10.1939519624675,27.8063429949493,8.82741047458707,39.8689539063566,0.488925771189836,111.5,72.2330729166667,88.98,91.48,105.37,108.93,28.7878787878788,"Blount County, Alabama"
"01011",10157,4554,1035,0.591362126245847,0.987931034482759,0.428571428571429,55.8166666666667,0.179048858258579,3.26857302157213,49.7264171591158,20.568746548868,21.462,0.316182572614108,1690,0.563,4280,0.4981,12.9423328964613,13.958876339415,13.5244714740805,48.5375036200405,0.620611035111719,148.23,99.31640625,48.77,108.05,126.52,140,98.4848484848485,"Bullock County, Alabama"
"01013",18807,9841,313,0.582846003898636,0.98659793814433,0.390243902439024,82.26875,0.331532133235119,3.26857302157213,32.5012183895598,25.157064563561,28.306,0.143543543543544,1340,0.579,2880,0.4969,12.2638454064558,28.4494629578628,10.5480583861195,42.990911594602,0.629428341384863,129.42,93.65234375,71.26,82.73,121.75,122.84,80.3030303030303,"Butler County, Alabama"
"01015",116141,53271,4020,0.662080129502226,0.902194357366771,0.382758620689655,94.9981981981982,2.0473479813931,3.26857302157213,27.629863752433,32.4566610041139,29.571,0.145395063773397,1460,0.713,2790,0.4586,11.0927398542547,28.6559556786704,7.33296398891967,39.0182825484764,0.489452805238965,112.38,73.1119791666667,86.07,91.08,104.35,110.09,30.3030303030303,"Calhoun County, Alabama"
"01017",34450,16427,669,0.609953703703704,0.921134020618557,0.39344262295082,74.2583333333333,0.607288881264947,3.26857302157213,28.7898580844368,27.8855413399367,27.868,0.0990338164251208,1560,0.62,2260,0.4367,12.2382873465061,24.3609806990089,8.85311871227364,43.6992324316268,0.528448456854923,118.26,81.9986979166667,78.42,85.91,113.18,100.07,51.5151515151515,"Chambers County, Alabama"
"01019",25224,14663,283,0.637023593466425,0.973758865248227,0.388888888888889,74.7535714285714,0.444651806706154,3.26857302157213,26.3804422248178,34.6938775510204,31.36,0.0930408472012103,1500,0.59,2650,0.4541,9.01875901875902,28.9586713753937,5.7077407654863,45.4805765009067,0.621936568957232,113.47,74.4140625,90.03,86.65,117.37,102.37,33.3333333333333,"Cherokee County, Alabama"
"01021",45500,19702,401,0.63343717549325,1.01118881118881,0.377952755905512,77.8458333333333,0.802079654500873,3.26857302157213,22.6579035312465,23.9465733820957,30.032,0.0836195897536559,1480,0.654,2160,0.4259,10.0732803471407,23.134328358209,6.71641791044776,38.0995784436596,0.55920516052495,112.64,73.4049479166667,89.74,83.01,108.29,99.1,31.8181818181818,"Chilton County, Alabama"
"01023",12525,7164,146,0.600671140939597,1.01940298507463,0.4,84.0833333333333,0.220792256541174,3.26857302157213,32.2865236746257,21.9951658976049,26.781,0.178014766201805,1270,0.465,2490,0.4554,8.16606207174526,28.4885968303054,8.71666022419791,47.1008890606881,0.734602726845322,132.61,95.60546875,74.94,74.16,135.16,114.97,86.3636363636364,"Choctaw County, Alabama"
"01025",22802,11727,371,0.606907894736842,0.940909090909091,0.370967741935484,73.8434782608696,0.401956489712723,3.26857302157213,28.8771961116561,26.5115700422991,31.101,0.215165418980922,1320,0.589,3280,0.5221,8.16253945671987,27.2124940842404,11.0743019403691,43.1732134406058,0.638972305638972,128.51,93.0013020833333,75.95,86.09,117.47,127.6,74.2424242424242,"Clarke County, Alabama"
"01027",14188,7072,245,0.632107023411371,0.918055555555556,0.419354838709677,103.661538461538,0.250107827210074,3.26857302157213,29.0050468637347,32.3260073260073,29.268,0.129434954007884,1330,0.473,2290,0.464,8.41900927457042,23.642671292281,5.67215958369471,40.5377276669558,0.617995088189328,118.48,82.2916666666667,86.56,74.61,114.96,108.25,53.030303030303,"Clay County, Alabama"
